"","id","citypath","introtext","cityname","city_latitude","city_longitude","scheme_color","lez","urb_toll","other_reg","em_scheme"
"21","863","http://urbanaccessregulations.eu/countries-mainmenu-147/spain/madrid-access-restriction","<p>
	Madrid has various schemes in place:</p>

<ul>
	<li>
		a <a href=""/countries-mainmenu-147/spain/madrid"" title=""low emission zone"">low emission parking scheme</a>&nbsp;that favours less polluting vehicles</li>
	<li>
		a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/spain/madrid-access-restriction"">low emission traffic limited zone</a>&nbsp;vehicles have to be owned by residents or zero emission</li>
	<li>
		an <a href=""/countries-mainmenu-147/spain/madrid-odd-and-even-numberplates"">emergency scheme</a>&nbsp;</li>
	<li>
		a <a href=""/countries-mainmenu-147/spain/madrid-weight"" title=""weight restriction"">weight regulation</a></li>
</ul>

<p>
	<strong>NEW! From&nbsp;30 November 2018&nbsp;<a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/spain/madrid-access-restriction"">Central Madrid</a>&nbsp;</strong>is in place. The&nbsp;existing APRs (&Aacute;reas de Prioridad Residencial &nbsp;= areas where residents have priority) be extended and united into one big APR that is called Madrid Central.</p>

<p>
	It will be of informative character for the first two months and will be fully enforced from <strong>February 2019 on</strong>. The APR Central Madrid will cover practically the entire downtown area of Madrid.&nbsp;</p>

<p>
	The standards in the Central Madrid low emission zone are gradually tightened until a zero emission zone is reached in 2025.</p>

<p>
	The Grand Via is planned to be car-free by summer 2019.<br />
	Madrid is one of 4 cities that have stated they wish to remove diesel vehicles from the city. As part of this, the city plans to increase the numbers of access restrictions for private cars.</p>
","Madrid - ZEZ - Traffic Limited Zone",40.42,-3.7,"1",TRUE,FALSE,FALSE,FALSE
"22","68","http://urbanaccessregulations.eu/countries-mainmenu-147/united-kingdom-mainmenu-205/london","UK-LO","London",51.51,-0.13,"1",TRUE,FALSE,FALSE,FALSE
"23","1691","/countries-mainmenu-147/norway-mainmenu-197/oslo","","Oslo",59.91,10.75,"1",TRUE,FALSE,FALSE,FALSE
"24","1677","","Greater Manchester Combined Authority (GMCA) has confirmed that there will be a Clean Air Zone (CAZ) from 2021. ","Greater Manchester",53.48,-2.24,"1",TRUE,FALSE,FALSE,FALSE
"25","123","http://urbanaccessregulations.eu/countries-mainmenu-147/austria-mainmenu-78/a12-motorway-tirol","<b>On the A12</b> there are several schemes, please select the one you want information on, and then the details will show below","A12 Motorway (Tirol)",47.26,11.45,"1",TRUE,FALSE,FALSE,FALSE
"26","142","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/breda","Breda has had a Low Emission Zone in place since the 5th October 2007. ","Breda",51.59,4.77,"1",TRUE,FALSE,FALSE,FALSE
"27","145","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/eindhoven","Eindhoven has had a Low Emission Zone in place since the 1st July 2007.","Eindhoven",51.44,5.47,"1",TRUE,FALSE,FALSE,FALSE
"28","146","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/den-bosch-s-hertogenbosch","S'-Hertogenbosch has had a Low Emission Zone in place since the 1st September 2007. ","s-Hertogenbosch",51.7,5.3,"1",TRUE,FALSE,FALSE,FALSE
"29","148","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/maastricht","Maastricht town centre has been a Low Emission Zone from 1st March 2010. This LEZ affects only lorries.<br>
The low emission zone in Maastricht is expected to include cars and vans from 2020.
The municipality investigated the possibility to enforce this low
emission zone by stickers, but is likely to use cameras.","Maastricht",50.85,5.71,"1",TRUE,FALSE,FALSE,FALSE
"30","149","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/rotterdam","Rotterdam has a LEZ in place.<br>
Rotterdam also has an access regulation in place called <a title=""Rotterdam - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/netherlands-mainmenu-88/rotterdam-ar"">Rotterdam - AR</a>.","Rotterdam",51.92,4.47,"1",TRUE,FALSE,FALSE,FALSE
"31","158","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/tilburg","Tilburg has had a Low Emission Zone in place since the 1st September 2007. ","Tilburg",51.56,5.08,"1",TRUE,FALSE,FALSE,FALSE
"32","159","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/utrecht","Utrecht has had a Low Emission Zone in place since the 1st July 2007.<br>
There is also a lorry ban on the street ""`s-Gravendijkwal"" in the city center for lorries > 3.5T.","Utrecht",52.09,5.12,"1",TRUE,FALSE,FALSE,FALSE
"33","164","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/berlin","","Berlin",52.52,13.41,"1",TRUE,FALSE,FALSE,FALSE
"34","174","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/koln-cologne","Köln (Cologne) has a Low Emission Zone in operation since 1st January 2008. ","Köln (Cologne)",50.94,6.96,"1",TRUE,FALSE,FALSE,FALSE
"35","143","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/delft","Delft has had a Low Emission Zone in place since 1st January 2010.","Delft",52.02,4.36,"1",TRUE,FALSE,FALSE,FALSE
"36","147","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/leiden","Leiden has had a Low Emission Zone since 1st January 2010. <br>
From July 1, 2013, only trucks with diesel engines Euro Class IV or higher and trucks that drive on gas have access to the environmental zone.","Leiden",52.17,4.47,"1",TRUE,FALSE,FALSE,FALSE
"37","144","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/den-haag","Den Haag (The Hague) has had a Low Emission Zone in place since the 16th April 2008. <br>
A further zone is being investigated for Rijswijk, a suburb to the east of Den Haag.<br><br> ","Den Haag (The Hague)",52,4.28,"1",TRUE,FALSE,FALSE,FALSE
"38","141","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/amsterdam","<p>
	Amsterdam has three different low emission zones in place.</p>

<p>
	These are:</p>

<ol>
	<li>
		lorries &gt; 3.5t since <strong>9 October 2008</strong></li>
	<li>
		diesel delivery vans since <strong>1 January</strong> <strong>2017</strong> &ndash; diesel delivery vans built before 1 January 2000 are no longer allowed to enter the low emission zone</li>
	<li>
		moped, diesel taxis and diesel buses since <strong>1 January </strong>2018 &ndash; diesel taxis built before 2009 and diesel busses built before 2005, mopeds built before 2011 are no longer allowed to enter the low emission zone</li>
</ol>

<p>
	Amsterdam wants to tighten the standard for lorries &gt;3.5t in <strong>2020</strong>.</p>

<p>
	Amsterdam&rsquo;s goas for the future is to be as much emission-free as possible by 2025. Hence electric vehicles are promoted in Amsterdam.</p>

<p>
	For <strong>2026</strong> Amsterdam wants its <strong>public bus transport</strong> to be <strong>emission free</strong>.</p>
","Amsterdam",52.37,4.89,"1",TRUE,FALSE,FALSE,FALSE
"39","258","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/dortmund","","Dortmund",51.5,7.47,"1",TRUE,FALSE,FALSE,FALSE
"40","260","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/duisburg","","Duisburg",51.43,6.75,"1",TRUE,FALSE,FALSE,FALSE
"41","262","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/dusseldorf","","Düsseldorf",51.22,6.78,"1",TRUE,FALSE,FALSE,FALSE
"42","256","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/bottrop","","Bottrop",51.52,6.97,"1",TRUE,FALSE,FALSE,FALSE
"43","254","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/bonn","","Bonn",50.73,7.1,"1",TRUE,FALSE,FALSE,FALSE
"44","252","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/bochum","","Bochum",51.47,7.22,"1",TRUE,FALSE,FALSE,FALSE
"45","180","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/neu-ulm","Neu-Ulm has a Low Emission Zone in place.","Neu-Ulm",48.39,10,"1",TRUE,FALSE,FALSE,FALSE
"46","182","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/osnabruck","Osnabrück has a Low Emission Zone in place.","Osnabrück",52.27,8.05,"1",TRUE,FALSE,FALSE,FALSE
"47","178","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/munchen","München also has a <a title=""lorry transit ban"" class=""new-window nturl"" href=""/countries-mainmenu-147/germany-mainmenu-61/muenchen-munich-ar"">lorry transit ban</a> in place.","München (Munich)",48.14,11.57,"1",TRUE,FALSE,FALSE,FALSE
"48","176","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/leipzig","Leipzig also has a <a title=""lorry transit ban"" class=""new-window nturl"" href=""/countries-mainmenu-147/germany-mainmenu-61/leipzig-ar"">lorry transit ban</a> in place.","Leipzig",51.33,12.37,"1",TRUE,FALSE,FALSE,FALSE
"49","172","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/hannover","Hannover also has a <a title=""lorry transit ban"" class=""new-window nturl"" href=""/countries-mainmenu-147/germany-mainmenu-61/hannover-ar"">lorry transit ban</a> in place.","Hannover",52.37,9.73,"1",TRUE,FALSE,FALSE,FALSE
"50","162","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/augsburg","","Augsburg",48.37,10.9,"1",TRUE,FALSE,FALSE,FALSE
"51","166","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/bremen","","Bremen",53.07,8.78,"1",TRUE,FALSE,FALSE,FALSE
"52","170","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/frankfurt","Frankfurt has a low emission zone in place.","Frankfurt",50.12,8.68,"1",TRUE,FALSE,FALSE,FALSE
"53","488","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/outside-the-cities","Lombardia, outside the main urban areas (see <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia"">here</a>) has LEZs affecting public buses (M3) as well as 2-stroke mopeds and motorcycles.<br><br>

The exceptions are 
<a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/pavia"">Cava Manara (PV), Zinasco (PV)</a>

<a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/bergamo"">Castel Rozzone (BG), Madone (BG), Fara Gera d'Adda (BG) and Bagnatica (BG)</a>, which have a winter LEZ even though they are outside the designated areas (labelled grey above).<br><br>

<b><i>If you want to see which Lombardian commune has which kind of schemes (permanent LEZ and/or winter LEZ) click </b></i> <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombarida-comunes"">HERE</a>. 
<br><br>
See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.","Lombardia outside the Cities",45.47,9.84,"1",TRUE,FALSE,FALSE,FALSE
"54","486","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/lodi","Lodi and Dovera are joined Low Emission Zones.  <br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br>
There is also an Access Regulation called <a title=""Lodi - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lodi-ar"">Lodi - AR</a>.<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br>
	<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>","Lodi",45.31,9.5,"1",TRUE,FALSE,FALSE,FALSE
"55","474","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/como","Como is part of the 'paw print' shaped LEZ called Milan province. It also covers Milan, Varese and Lecco.<br><br>

There are several other schemes in Milan: <br>
- the <a title=""Milan - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milano-ar"">Milan - AR</a>, an access regulation<br><br>

- the <a title=""Milan C"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milan-area-c-charging-scheme"">Milan C</a>, a combined Low Emission Zone and urban road charging scheme<br><br>

- the Milan C now substitutes the <a title=""Milan ecopass"" class=""new-window nturl"" href=""/ecopass"">Milan ecopass</a> that is no longer in action.<br><br>

The Lombardian 'paw print' is shown below. Milan is the black dot, Como the green dot, Varese the pink dot and Lecco the white dot. <br>
<img alt=""IT Lomb paw print"" src=""http://urbanaccessregulations.eu/images/stories/maps_jan2010/IT Lomb paw print.jpg""> See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>, and below for a more detailed 'paw print' map.<br><br>

There is also an access regulation in place called <a title=""Como - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/como-ar"">Como - AR</a>.<p>
	<br />
	Emilia Romagna, Lombardia, Piemonte and Veneto have a<a href=""/countries-mainmenu-147/italy-mainmenu-81/322-key-access-regulations/italy-access-regulations/2061-winter-emergency-measures-in-emilia-romagna-lombardia""> <b>winter emergency scheme</b></a> in place from 1 October 2018 - 31 March 2019.</p>

","Como",45.8,9.08,"1",TRUE,FALSE,FALSE,FALSE
"56","485","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/cremona","There is also an access regulation in place called <a title=""Cremona - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/cremona-ar"">Cremona - AR</a>.<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br>
<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>","Cremona ",45.13,10.03,"1",TRUE,FALSE,FALSE,FALSE
"57","482","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/pavia","There is also an access regulation in place called <a title=""Pavia - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/pavia-ar"">Pavia - AR</a>.
<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br><br>
<b>Note </b>that there are possible short term measures like the total ban for vehicles to operate on 28.12. - 31.12.2015 from 10am and 4pm.<br>
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>","Pavia",45.19,9.16,"1",TRUE,FALSE,FALSE,FALSE
"58","480","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/bergamo","There is also an access regulation in place called <a title=""Bergamo - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/bergamo-ar"">Bergamo - AR</a>.<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Bergamo ",45.7,9.67,"1",TRUE,FALSE,FALSE,FALSE
"59","483","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/carpignano","See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.
","Carpignano",45.21,9.26,"1",TRUE,FALSE,FALSE,FALSE
"60","477","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/mantova","There is also an Access Regulation, see <a title=""Mantova - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/mantova-ar"">Mantova - AR</a>.<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.<br>
<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>","Mantova",45.16,10.8,"1",TRUE,FALSE,FALSE,FALSE
"61","473","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/milano","<p>
	There are several schemes in Milan:</p>

<ul>
	<li>
		<strong>NEW!</strong>&nbsp;<a href=""/countries-mainmenu-147/italy-mainmenu-81/milano-lez-area-b"">Area B</a> is a Low Emission Zone that will be activated the <strong>25 February 2019</strong>. It will cover the entire city of Milan.</li>
	<li>
		<a class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milan-area-c-charging-scheme"" title=""Milan C"">Milan C</a>&nbsp;is a combined Low Emission Zone and urban road charging scheme</li>
	<li>
		<a class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milano-ar"" title=""Milan - AR"">Milan - AR</a>, an Access Regulation</li>
	<li>
		<a class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/como"" title=""Milan province"">Milan province</a>, the Low Emission Zones of the four provinces of Milan, Como, Varese and Lecco merge to give a &#39;paw print&#39; shaped LEZ (see <a class=""new-window nturl"" href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/milano"" title=""Milan Province"">Milan Province</a>).</li>
	<li>
		short term restrictions are possible, particularly in the winter <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/como"" title=""See the Milan LEZ page"">See the Milan LEZ page</a>. To find out if scheme is operational go <a href=""https://inlinea.cittametropolitana.mi.it/dati_ambientali/pm10/"" target=""_blank"" title=""Milan website about PM10 air pollution"">here</a>.</li>
	<li>
		<a class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milan-area-c-charging-scheme"" title=""Milan C"">Milan C</a> now substitutes the <a class=""new-window nturl"" href=""/ecopass"" title=""Milan ecopass"">Milan ecopass</a> that is no longer in operation.</li>
</ul>

<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a&nbsp;<a href=""/countries-mainmenu-147/italy-mainmenu-81/322-key-access-regulations/italy-access-regulations/2061-winter-emergency-measures-in-emilia-romagna-lombardia""><b>winter emergency scheme</b></a> in place from 1 October - 31 March.</p>

<p>
	&nbsp;</p>
","Milano",45.47,9.19,"1",TRUE,FALSE,FALSE,FALSE
